,Lyrics
"""Love Will Keep Us Together""",love love keep together think babe whenever sweet talking girl come along singing song mess around got strong stop cause really love stop thinking look heart let love keep together belong gon set free girl start hanging around talking hear heart hear sound stop cause really love stop thinking look heart let love keep together might also like young beautiful someday look gone others turn turnin share forever love keep together said say others pretend need need stop cause really love stop thinking look heart let love keep together whatever whatever better stop cause really love stop thinkin look heart let love keep together whatever whatever sedaka back 
"""Rhinestone Cowboy""",walkin street long singin old song know every crack dirty sidewalk broadway hustle name game nice guy get washed away like snow rain load compromisin road horizon gon light shinin like rhinestone cowboy riding horse star spangled rodeo like rhinestone cowboy getting card letter people even know offer comin phone well really mind rain smile hide pain ridin train takin long way dream thing subway token dollar tucked inside shoe load compromisin road horizon gon light shinin might also like like rhinestone cowboy riding horse star spangled rodeo rhinestone cowboy gettin card letter people even know offer comin phone like rhinestone cowboy riding horse star spangled rodeo like rhinestone cowboy gettin card letter people even know 
"""Philadelphia Freedom""",used rollin stone know cause right leave find answer road used heart beatin someone time changed le say work get done cause live breathe philadelphia freedom day born waved flag philadelphia freedom took knee high man yeah gave peace mind daddy never philadelphia freedom shine love shine light eye one left behind shine light shine light shine light shine light philadelphia freedom ove yes choose live life alone people choose city people choose city others choose good old family home others choose good old family home like livin easy without family tie livin easy til whippoorwill freedom zapped right eye might also like cause live breathe philadelphia freedom day born waved flag philadelphia freedom took knee high man gave peace mind daddy never philadelphia freedom shine love shine light eye one left behind shine light shine light shine light shine light philadelphia freedom ove yes philadelphia freedom shine love shine light eye one left behind shine light shine light shine light shine light philadelphia freedom ove know ove yeah know ove yes philadelphia freedom ove yes philadelphia freedom know ove yes philadelphia freedom know ove yes philadelphia freedom know ove yes philadelphia freedom know ove yes 
"""Before the Next Teardrop Falls""",brings happiness wish best happiness matter ever break heart teardrop ever start next teardrop fall quiere verdad felicidad deseo ma bueno los do pero hace llorar puedes hablar estare contigo cuando triste estas anytime need side drive away every teardrop cried ever leaf blue remember love next teardrop fall next teardrop fallsyou might also 
"""My Eyes Adored You""",eye adored though never laid hand eye adored like million mile away see adored close close yet far carried book school playing make believe married fifth grade sixth came walking home every day barnegat bridge bay til grew went separate way eye adored though never laid hand eye adored like million mile away see adored close close yet far might also like headed city light climbed ladder fortune fame worked finger bone made name funny seem find matter year unwind still reminisce bout girl miss love left behind eye adored though never laid hand eye adored like million mile away see adored close close yet far life remember warm tender way back though feeling sad regret know ever forget childhood friend eye adored though never laid hand eye adored like million mile away see adored close close yet far eye adored though never laid hand eye adored like million mile away 
"""Some Kind of Wonderful""",need whole lot money need big fine car got everything man could want got could ask run around stay night cause got sweet sweet lovin woman know treat right well baby alright well baby clean sight know kind wonderful kind wonderful yes kind wonderful yeah yeah yeah yeah hold arm know set soul fire ooh baby kiss heart becomes filled desire wrap lovin arm around drive mind yeah baby kiss chill run spine might also like well baby alright well baby clean sight know kind wonderful kind wonderful yes kind wonderful yeah yeah yeah yeah anybody got sweet little woman like mine got somebody got got sweet little woman like mine yeah get witness get witness get witness yeah get witness get witness yeah get witness yeah yes talkin talkin bout baby yeah kind wonderful talkin bout baby kind wonderful talkin bout baby kind wonderful talkin bout baby baby baby kind wonderful talkin baby baby baby kind wonderful yeah yeah yeah yeah baby baby kind wonderful talkin bout baby baby baby kind wonderful talkin bout baby baby baby kind wonderful talking bout babe kind wonderful kind wonderful 
"""Shining Star""",yeah hey hey wish upon star dream take far yeah wish upon dream life always seems yeah see night clear hey sky dear yeah shining star matter shining bright see could truly could truly shining star come view shine watchful light give strength carry yeah yeah make body big strong yeah born man child sun yeah yeah saw work begun yeah found stand alone yeah bless got yeah yeah might also likeso find need listen word heed giant grain sand word wisdom yes shining star matter shining bright see could truly shining star matter shining bright see could truly shining star matter shining bright see could truly shining star see life truly shining star see life truly shining star see life truly 
"""Fame""",fame fame make man take thing fame fame let loose hard swallow fame fame put thing hollow fame fame fame brain flame burn change keep insane sane fame fame fame fame like limo fame fame get tomorrow fame fame need borrow fame fame fame nein mine line bind time drive crime fame fame could best could really really babe could babe could babe could babe could babe might also like wonder reject first fame fame fame fame fame wonder cool fool fame fame fame bully chilly got get rain check pain pain fame fame fame fame fame fame fame fame fame fame fame fame fame fame fame fame fame fame fame fame fame fame fame fame fame name feeling gay feeling gay 
"""Laughter in the Rain""",strolling along country road baby start rain begin pour without umbrella soaked skin feel shiver run spine feel warmth hand mine hear laughter rain walking hand hand one love love rainy day happy way feel inside run tree turn kiss beat rain leaf beat softly breathes close eye sharing love stormy sky hear laughter rain walking hand hand one love love rainy day happy way feel inside might also like feel warmth hand mine hear laughter rain walking hand hand one love love rainy day happy way feel inside hear laughter rain walking hand hand one love love rainy day happy way feel inside 
"""One of These Nights""",one night one crazy old night gon find pretty mama turn light full moon calling fever high wicked wind whisper moan got demon got desire well got ooh someone kind dark light ooh coming right behind swear gon find one night one dream one lost lonely dream gon find one mmm one really scream searching daughter devil searching angel white waiting woman little feel nowhere sight might also like ooh loneliness blind wrong right ooh coming right behind swear gon find one night one night mmm dark light comin right behind swear gon find get baby one night one night hoo hoo hoo hoo hoo hoo one night feel feel one night comin right behind swear gon find one night get dark dark cold lonely one night one crazy crazy crazy night one night swear gon find comin right behind one night hoo hoohoooo one night wan say ahhh one night ahh one one one night ahh comin right behind swear gon find one night one night one crazy old night one night 
"""Thank God I'm a Country Boy""",well life farm kinda laid back much old country boy like hack early rise early sack thank god country boy well simple kind life never harm raisin family working farm day filled easy country charm thank god country boy well got fine wife got old fiddle sun coming got cake griddle life nothing funny funny riddle thank god country boy work done sun settin low pull fiddle rosin bow kid asleep keep kinda low thank god country boy play sally goodin day could lord wife take good fiddle work thank god country boy might also like well got fine wife got old fiddle sun coming got cake griddle life nothing funny funny riddle thank god country boy woo well trade life diamond jewel never one money hungry fool rather fiddle farming tool thank god country boy yeah city folk driving black limousine lot sad people thinking mighty keen well son let tell exactly mean thank god country boy well got fine wife got old fiddle sun coming got cake griddle life nothing funny funny riddle thank god country boy well fiddle daddy till day died took hand held close side said live good life play fiddle pride thank god country boy well daddy taught young hunt whittle taught work play tune fiddle taught love give little thank god country boy well got fine wife got old fiddle sun coming got cake griddle life nothing funny funny riddle woo thank god country boy yes 
"""Jive Talkin'""",jive talkin telling lie yeah jive talkin wear disguise jive talkin misunderstood yeah jive talkin really good child never know mean child got much gon take away energy jive talkin telling lie yeah good lovin still get eye nobody believe say jive talkin get way love good treating cruel fancy lie leavin lookin like dumbstruck fool jive talkin telling lie yeah jive talkin wear disguise jive talkin misunderstood yeah jive talkin good know love talkin fine yeah jive talkin crime somebody love till die jive talkin get eye yeah woo might also like jive talkin telling lie yeah good lovin still get eye nobody believe say jive talkin get way know love talkin fine yeah jive talkin crime somebody love till die jive talkin get eye yeah yeah jive talkin jive talkin yeah jive talkin yeah 
"""Best of My Love""",take much make happy make smile glee never never feel discouraged cause love mystery demonstrating love affection give openly yeah like way make feel baby want whole wide world see whoa whoa got best love whoa whoa got best love whoa whoa got best love whoa whoa got best love goin change kind come around day life better meaning love kissed beautiful way yea love love yea love love might also like got best love whoa whoa got best love whoa whoa got best love whoa whoa got best love demonstrating sweet love affection give openly yeah way feel baby explain want whole wide world see heart need love love growin every day love love got best love got best love givin best love love love love givin best love love love yeah got best love got best love givin best love givin best love 
"""Lovin' You""",lovin easy cause beautiful makin love wan lovin dream come true everything lovin ooh one else make feel color bring stay grow old live day springtime cause lovin made life beautiful every day life filled lovin lovin see soul come shinin every time ooh love ooh might also like one else make feel color bring stay grow old live day springtime cause lovin easy cause beautiful every day life filled lovin lovin see soul come shinin every time ooh love ooh lovin dee dee dee maya maya maya maya maya maya dee dee dee 
"""Kung Fu Fighting""",everybody kung fighting cat fast lightning fact little bit frightening fought expert timing funky china men funky chinatown chopping chopping ancient chinese art everybody knew part feint slip kicking hip everybody kung fighting huh cat fast lightning fact little bit frightening hey yeah fought expert timing funky billy chin little sammy chung said come big bos let get took bow made stand started swaying hand sudden motion made skip brand new trip might also like everybody kung fighting huh cat fast lightning fact little bit frightening huh expert timing yeah keep keep keep keep sure enough everybody kung fighting huh cat fast lightning fact little bit frightening huh make sure expert timing kung fighting hand foot fast lightning huh huh huh keep keep keep huh yeah yeah huh everybody kung fighting hand foot fast lightning huh 
"""Black Water""",old mississippi calling name catfish jumping paddle wheel thumping black water keep rolling past old black water keep rolling mississippi moon keep shining old black water keep rolling mississippi moon keep shining old black water keep rolling mississippi moon keep shining yeah keep shining light gon make everything pretty mama gon make everything alright got worry cause hurry well rain care make difference take street car going town yeah like hear funky dixieland dance honky tonk buying everybody drink round old black water keep rolling mississippi moon keep shining old black water keep rolling mississippi moon keep shining old black water keep rolling mississippi moon keep shining keep shining light gon make everything pretty mama gon make everything alright got worry cause hurry might also likei like hear funky dixieland pretty mama come take hand take hand pretty mama come dance daddy night long like hear funky dixieland pretty mama come take hand take hand pretty mama come dance daddy night long like hear funky dixieland pretty mama come take hand take hand pretty mama come dance daddy night long like hear funky dixieland pretty mama come take hand take hand pretty mama come dance daddy night long like hear funky dixieland pretty mama come take hand take hand pretty mama come dance daddy night long like hear funky dixieland pretty mama come take hand 
"""The Ballroom Blitz""",ready steve huh andy yeah mick okay alright fella let getting hard living thing dream getting strange like tell everything see see man back matter fact eye red sun girl corner let one ignore cause think passionate one yeah like lightning everybody frightening music soothing started grooving yeah yeah yeah yeah yeah might also like man back said everyone attack turned ballroom blitz girl corner said boy wan warn turn ballroom blitz ballroom blitz ballroom blitz ballroom blitz ballroom blitz reaching something touching nothing ever softly call appear nothing left man back ready crack raise hand sky girl corner everyone mourner could kill wink eye yeah electric frantically hectic band started leaving cause stopped breathing yeah yeah yeah yeah yeah man back said everyone attack turned ballroom blitz girl corner said boy wan warn turn ballroom blitz ballroom blitz ballroom blitz yeah like lightning everybody frightening music soothing started grooving yeah yeah yeah yeah yeah man back said everyone attack turned ballroom blitz girl corner said boy wan warn turn ballroom blitz ballroom blitz ballroom blitz ballroom blitz ballroom blitz ooh ballroom blitz ballroom blitz ballroom blitz yeah ballroom blitz 
"""(Hey Won't You Play) Another Somebody Done Somebody Wrong Song""",feeling got right brand new love song somebody done somebody wrong song hey play another somebody done somebody wrong song make feel home miss baby miss baby please play sad melody sad make everybody cry real hurting song love gone wrong cause want cry alone hey play another somebody done somebody wrong song make feel home miss baby miss baby please play sad melody sad make everybody cry real hurting song love gone wrong cause want cry alone might also likehey play another somebody done somebody wrong song make feel home miss baby miss baby hey play play another somebody done somebody wrong song make feel home miss baby miss baby hey play play another somebody done somebody wrong song make feel home miss baby miss baby 
"""He Don't Love You (Like I Love You)""",break heart love like love try ing tear apart fare thee well know leaving know leaving new love found handsome guy dating whoa got feeling gon put cause love like love break heart love like love try tear apart us great quotation say thing wish could say whoa many rehearsal girl another play wait final act left standing alone take bow make exit girl take home might also likehe love never like love break heart love girl like love try ing tear apart whoa love 
"""At Seventeen""",learned truth seventeen love meant beauty queen high school girl clear skinned smile married young retired valentine never knew friday night charade youth spent one beautiful seventeen learned truth ravaged face lacking social grace desperately remained home inventing lover phone called say come dance murmured vague obscenity seems seventeen brown eyed girl hand down whose name never could pronounce said pity please one serve get deserve rich relationed hometown queen marries need guarantee company elderly might also like remember win game lose love sought gain debenture quality dubious integrity small town eye gape dull surprise payment due exceeds account received seventeen knew pain valentine never came whose name never called choosing side basketball long ago far away world younger today dream gave free ugly duckling girl like play game dare cheat solitaire inventing lover phone repenting life unknown call say come dance murmur vague obscenity ugly girl like seventeen 
"""Pick Up the Pieces""",pick piece alright pick piece huh pick piece woo woo ahhh pick piece pick piece pick piece woo pick piece wow might also 
"""The Hustle""",hustle hustle hustle hustle hustle hustle hustle hustle hustle hustle hustle might also like 
"""Lady Marmalade""",hey sister sister soul sister sister hey sister sister soul sister sister met marmalade old new orleans strutting stuff street said hello hey joe wan give hmm hmm gitchi gitchi gitchi gitchi mocha chocolata creole lady marmalade voulez vous coucher avec moi soir voulez vous coucher avec moi stayed boudoir hey sister sister freshened soul sister sister boy drank magnolia wine hey sister sister soul sister sister black satin sheet started freak might also like gitchi gitchi gitchi gitchi mocha chocolata creole lady marmalade voulez vous coucher avec moi soir voulez vous coucher avec moi hey hey hey touching skin feeling silky smooth color cafe lait made savage beast inside roar cried home nine five living grey flannel life turn sleep old memory creep gitchi gitchi gitchi gitchi mocha chocolata creole lady marmalade voulez vous coucher avec moi soir voulez vous coucher avec moi voulez vous couchez avec moi soir creole lady marmalade voulez vous coucher avec moi soir voulez vous coucher avec moi voulez vous couchez avec moi soir voulez vous coucher avec moi voulez vous coucher avec moi soir voulez vous coucher avec moi voulez vous coucher avec moi soir voulez vous coucher avec moi gitchi gitchi gitchi gitchi mocha chocolata gitchi gitchi gitchi gitchi 
"""Why Can't We Be Friends?""",ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh laa friend friend friend friend seen round long long time remembered drank wine friend friend friend friend seen walking chinatown called could look around might also like friend friend friend friend paid money welfare line see standing every time friend friend friend friend color skin matter long live harmony friend friend friend friend kind like president yeah show money spent hoo friend friend friend friend sometimes speak right yet know talking friend friend friend friend know working cia mafi friend friend friend friend friend friend friend friend friend friend friend friend friend friend friend friend 
"""Love Won't Let Me Wait""",time right hold tight love got high please tell yes yes say honey tonight need next way one refuse leave till see morning sun creep window pane cause love let wait one minute baby time right turned light take hand take flight spend night wonderland move little close owe selfishly take little love let wait listen girl need love desperately set free make love explode ecstasy take blame love let wait love let wait temperature rising love let wait cause tantalizing listen girl love let wait guaranteed inspire let take higher love let wait baby love let love let wait let wait girl sweet love let wait baby every time meet yeah love let love let wait let wait love let wait love let love let wait let wait listen sugar baby love let love let wait let wait baby feel fire love let wait love never tired baby cause love let wait temperature rising cause 
"""Boogie On Reggae Woman""",like see boogie right across floor like til holler like reggae dance fast like make love make scream boogie reggae woman wrong boogie reggae woman baby see like see fall deeply love like see star yes would like see fall deeply love yeah like see raw star might also like boogie reggae woman wrong boogie reggae woman tryin play play boogie reggae woman wrong boogie reggae woman tryin yeah boogie reggae woman let boogie reggae woman tryin 
"""Wasted Days and Wasted Nights""",wasted day wasted night left behind belong heart belongs someone else keep loving know true call name blame making blue remember day went away left lonely prayed love keep loving know true call name blame making blue oooh oooh ooh music might also like remember day went away left lonely cried love keep loving know true call name blame making blue 
"""Angie Baby""",live life song hear rock roll radio young girl friend really nice place folk hoping turn cool take outta school little touched know angie baby lover appear room night whirl cross floor angie always seem fade away daddy tap door angie girl right tell radio goodnight alone angie baby angie baby special lady living world make believe well maybe stopping house neighbor boy evil mind cause peekin angie room night window blind see folk gone away would dance today show good time angie baby angie baby angie baby might also like walk room feel confused like walked play music loud spin around til soul lost way turn volume getting smaller sound seems pull ground toward radio bound never found headline read boy disappeared everyone think died cept crazy girl secret lover keep satisfied nice insane one asks explain radio side angie baby angie baby special lady living world make believe well maybe well maybe angie baby angie baby well maybe angie baby angie baby angie baby angie baby angie baby angie baby 
"""Fight the Power""",find song please add link abraham martin john dion summary alabama neil young summary alright kendrick lamar summary american idiot green day summary american oxygen rihanna summary american skin shot bruce springsteen summary american tune paul simon summary awol paris summary ballad accounting ewan maccoll peggy seeger summary ball confusion world today temptation summary baltimore prince eryn allen kane summary bed burning midnight oil summary behind wall tracy chapman summary beneath behind rush summary big yellow taxi joni mitchell summary biko peter gabriel summary birmingham sunday joan baez summary black water jean ritchie summary blacker berry kendrick lamar summary blowin wind bob dylan summary boom system summary born bruce springsteen summary brother gone cooder summary brother arm dire strait summary system summary change gon come sam cooke summary change pac summary cheney toy james mcmurtry summary clampdown clash summary conservative christian right wing republican straight white american male todd snider summary cowboy counting crow summary crack music kanye west summary death hometown bruce springsteen summary democracy leonard cohen summary deportee plane wreck los gatos joan baez summary disorder house warren zevon bruce springsteen summary hear people sing herbert kretzmer musical le miserables summary doctor eye jackson brown summary dog pink floyd summary kill whale yes summary let bring neil young summary worry hell going curtis mayfield summary draft dodger rag phil ochs summary drum war jackson browne summary empire dar williams summary eve destruction barry mcguire summary fdt fuck donald trump nipsey hussle summary fdt fuck donald trump mackelmore eazy summary feel like fixin die rag country joe fish summary word defense country randy newman summary fiddle drum perfect circle summary fight power isley brother summary fight power public enemy summary find cost freedom crosby still nash summary follow flag randy newman summary fortunate son creedence clearwater revival summary worth buffalo springfield summary freedom richie haven summary fuck anita bryant david allan coe summary fuck tha police summary gain green messy marv summary gasoline dream outkast summary george floyd beach bunny summary get stand bob marley summary gim shelter rolling stone summary give peace chance john lennon summary give back job carl perkins summary god save queen sex pistol summary going cuba jackson browne summary great compromise john prine summary hallelujah money gorillaz feat benjamin clementine summary happiness warm gun beatles summary hard rain gon fall bob dylan summary harvest world isley brother holy war punishment due megadeth summary poor man stand time live bruce springsteen summary come long babyface summary hurricane bob dylan summary hurt soul lupe fiasco summary got home world anymore woody guthrie summary marchin anymore phil ochs summary care fall boy summary want vietnam john lee hooker summary hammer peter paul mary summary rocket launcher bruce cockburn summary white america told truth one day world would fall apart manic street preacher summary know hairspray original broadway cast movie version nbc live version glee version summary racist joyner lucas summary imagine john lennon summary immigration man graham nash david crosby summary inner city blue marvin gaye summary alright bleeding bob dylan summary joe hill joan baez summary kent state massacre barbara dane summary killing name rage machine summary kill poor dead kennedy summary lane boy twenty one pilot summary land confusion genesis summary lay candle rain melanie summary let gorillaz feat pusha mavis staple summary let war fear summary life balance jackson browne summary living war neil young summary lonesome death hattie carroll bob dylan summary long live palestine lowkey summary long road eden eagle summary louder bomb public enemy summary ludlow massacre woody guthrie summary lyndon johnson told nation tom paxton summary machine gun jimi hendrix summary magic bruce springsteen summary man black johnny cash summary march witch castle funkadelic summary marine landed shore santo domingo phil ochs summary master war bob dylan summary men behind wire paddy mcguigan summary mercy mercy ecology marvin gaye summary message grandmaster flash furious five summary minority report jay summary mississippi goddamn nina simone summary mosh eminem summary motor city burning john lee hooker summary mourning america brother ali summary move curtis mayfield moving ewan maccoll summary kingston trio summary mumia unbound allstars summary brain hanging upside bonzo go bitburg ramones summary generation summary uncle flying burrito brother summary uzi summary youngest son came home today billy bragg summary neon gravestone twenty one pilot summary new slave kanye west summary banker left behind cooder summary auction block bob dylan summary weapon steel pulse summary ohio crosby still nash young summary pawn game bob dylan summary otherside america meek mill summary oxford town bob dylan summary paradise john prine summary patriotism company flow summary pen sword rusty wright band summary people get ready impression summary people power patti smith summary person unknown poison girl summary pledge resistance saul williams summary peruvian cocaine immortal technique summary pink house john melencamp summary political science randy newman summary poverty philosophy immortal technique summary power people john lennon summary principal melanie martinez summary prophetic egg unknown summary rappaport testament never gave chumbawamba summary reagan killer mike summary reagan bitburg frank zappa summary redemption song bob marley summary redneck randy newman summary revolution beatles summary revolution televised gil scott heron summary right remain silent moral dilemma summary riot xxxtentacion summary run jungle creedence clearwater revival summary road peace tom wait summary love macklemore ryan lewis summary save child marvin gaye summary shame indigo girl summary sign five man electric band summary sin family sloan summary sister doin annie lennox aretha franklin summary slap leather james taylor summary small circle friend phil ochs summary human human john prine summary southern man neil young summary state union rise summary strange fruit billie holiday summary street fighting man rolling stone summary street london ralph mctell summary subterranean homesick blue bob dylan summary sunday bloody sunday summary sunshine jonathan edward summary take back atom bomb peter farge summary take power back rage machine summary takin street doobie brother summary talkin bout revolution tracy chapman summary terrorist threat soul danny brown jhene aiko summary picnic minuteman summary america childish gambino summary land land woody guthrie summary bigger picture lil baby summary time changin bob dylan summary tie hand lil wayne robin thicke summary tramp dirt elvis costello summary trouble every day frank zappa summary two sun sunset pink floyd summary united juda priest summary universal soldier buffy sainte marie summary vietnam jimmy cliff summary volunteer jefferson airplane summary waist deep big muddy pete seeger summary war bob marley summary war edwin starr summary war pig black sabbath summary wasted life stiff little finger summary wasteland free iris dement summary way bruce horsby summary alicia key summary got pray alicia key summary make anymore james mcmurtry summary people darker blue curtis mayfield summary shall overcome joan baez summary gon die arrogance sublime summary going marvin gaye summary happening brother marvin gaye summary done rain joan baez summary keep mankind alive bertolt brecht kurt weil summary next columbus crass summary way going jim croce summary whitey moon gill scott heron summary aye man mark knopfler summary wild free curtis mayfield summary winter america gil scott heron summary word never said lupe fiasco skylar grey summary yes sir crass summary zombie cranberry summary number massacre woody guthrie summary dollar nose bleed fall boy summary luftballons nena summary 
"""Jackie Blue""",ooh hoo jackie blue life life inside room hide smile wearin frown ooh jackie like life free form style take inch love mile never seems quite enough floating around fill lovin cup ooh hoo jackie blue game girl never lose ask winner prob bly find ooh jackie lost sometime try tell aware care say easy nat ral thing like playing music never sing ooh hoo jackie blue making wish never come true going place never ooh jackie going might also like guitar solo ooh hoo jackie blue life dream never come true making love like siftin sand ooh jackie slip hand every day indigo eye watch sun set see rise moonlight star strawberry wine take world take time ooh hoo jackie blue life life inside room make think life drag ooh jackie fun ooh jackie ooh jackie ooh jackie ooh jackie ooh jackie hey hey hey hey guitar solo 
"""Fire""",ridin car turn radio pullin close say say like know liar cause kiss ooh fire late night takin home say want stay say wan alone say love know liar cause kiss ooh fire hold right start grip tight tear apart nerve jumpin actin like fool well kiss burn heart stay cool might also like pause well romeo juliet samson delilah baby bet love deny word say split word lie cause kiss ooh fire ooh fire hot kiss like fire burn fire like fire touchin fire touchin burning fire take home fire kiss like fire kiss like fire 
"""Magic""",magic know never believe magic know never believe never awake never seen day break leaning pillow morning lazy day bed music head crazy music playing morning light magic know never believe magic know never believe love sunny day dream far away dreaming pillow morning never awake never seen day break leaning pillow morning light might also like magic know never believe magic know never believe magic know never believe magic know never believe 
