,Lyrics
"""Because You Loved Me""",time stood truth made see joy brought life wrong made right every dream made come true love found forever thankful baby one held never let fall one saw strength weak voice speak eye see saw best lifted reach gave faith cause believed everything loved ooh baby gave wing made fly touched hand could touch sky lost faith gave back said star reach stood stood tall love grateful day gave maybe know much know much true blessed loved might also like strength weak strength voice speak eye see saw best lifted reach gave faith cause believed everything loved loved always tender wind carried light dark shining love life inspiration lie truth world better place strength weak strength voice speak speak eye see saw best lifted reach gave faith cause believed everything loved hey strength weak voice speak voice eye see saw best lifted reach gave faith cause believed believed everything loved everything loved 
"""Nobody Knows""",yeah wish told felt maybe right instead pretended glad went away four wall closin every day dying inside nobody know like clown put show pain real even nobody know cry inside nobody know say thing needed say could let angel get away world tumblin say clearly nowhere around night lonely day sad keep thinkin love missin nobody know might also like carry smile broken two nobody without someone like tremblin inside nobody know lie awake quarter past three screamin night thought hear yeah heart callin nobody know blue get could ask heart like jigsaw puzzle torn apart million word say feel million year know lovin still night lonely day sad keep thinkin love missin nobody know tomorrow mornin hitting dusty road gon find wherever ever might gon unload heart hope come back said night lonely night lonely day sad keep thinkin love missin nobody know 
"""Always Be My Baby""",yeah yeah doop dum doop doop dum doop dum doop doop dum doop doop doop dum doop dum doop doop dum baby baby baby baby baby baby one babe moment time seemed everlasting would always mine want free let fly cause know heart babe love never die always part part indefinitely boy know escape ooh darling cause always baby linger time erase feeling strong way never gon shake ooh darling cause always baby might also like gon cry beg stay determined leave boy stand way inevitably back cause know heart babe love never end always part part indefinitely boy know escape ooh darling cause always baby linger time erase feeling strong way never gon shake ooh darling cause always baby know back boy day night get little bit colder know right back baby baby believe matter time time always part part indefinitely boy know escape ooh darling cause always baby linger linger time erase feeling strong way never gon shake ooh baby ooh darling cause always baby always part part indefinitely boy know escape ooh darling cause always baby linger time erase feeling strong way never going shake ooh darling cause always baby always way never gon shake way never gon shake always 
"""Give Me One Reason""",give one reason stay turn right back around give one reason stay turn right back around said wan leave lonely got make change mind baby got number know got mine know called called many time call baby call anytime got call give one reason stay turn right back around give one reason stay turn right back around said wan leave lonely got make change mind want one squeeze might take away life want one squeeze might take away life want someone hold rock night might also like youthful heart love yes give need said youthful heart love give need old chasing around wasting precious energy give one reason stay yes turn right back around give one reason stay turn right back around said wan leave lonely got make change mind baby give one reason give one reason baby give one reason give one reason stay said told loved say 
"""Tha Crossroads""",self destruction kr one stop violence movement tha crossroad bone thug harmony thugz mansion pac na missing puff daddy life go pac miss homies master moment na quan one man change world big sean lost one jay moment clarity jay sing dying thirst kendrick lamar always love big poppa lox paranoia chance rapper letter jadakiss hey mama kanye west dance na anything dave east wish remix kelly retrospect life common lauryn hill thug holiday trick daddy goodbye slaughterhouse mortal man kendrick lamar reminisce pete rock smooth rose kanye westyou might also 
"""I Love You Always Forever""",feel like standing timeless dream light mist pale amber rose feel like lost deep cloud heavenly scent touching discovering day warm rain come rushing back mile windless summer night air summer night summer night air secret moment shared heat afternoon stillness soft spoken word say say love always forever near far closer together everywhere everything say say love always forever near far closer together everywhere everything might also like got unbelievable blue eye ever seen got almost melting away lay blue sky pure white star exotic sweetness magical time say say love always forever near far closer together everywhere everything say say love always forever near far closer together everywhere everything say love love forever never stop never whatever near far always everywhere every say love love forever never stop never whatever near far always everywhere every say love love forever never stop never whatever near far always everywhere every say love love forever never stop never whatever near far always everywhere everything yeah mmmm yeah love always forever near far closer together everywhere everything love always forever near far closer together everywhere everything love always forever near far closer together 
"""You're Makin' Me High"" / ""Let It Flow""",case way story break heart known sultry low ranging contralto voice braxton turn saturday oct provided pop adult contemporary hemisphere slew signature classic dramatic flare song matched film noir aesthetic style convincingly sold braxton extensive discography centered raging emotion love heartbreak smoothness mature sophistication sound offered lighter calmer shading early wave hip hop soul alternative reigned supreme well early aught braxton would find pairing quiet storm vibe hip hop undertone unfortunate dip mainstream appeal maligned label issue personal matter mid although period would bring notable deep cut plenty could beens braxton regained place spotlight dancing star stint successful reality show alongside sister critically acclaimed reunion album mentor kenneth babyface edmonds legend prepares release ninth studio album slated released next year including current single deadwood celebrate songstress milestone birthday billboard rank best toni braxton song including single deep cut mean world departing sister quintet braxtons eldest girl group embarked successful solo career saw arrival toni braxton self titled debut topped billboard album chart multiple week fourth lead single mean world reached top billboard hot thanks soulful swing hook dedicated cherished lover care following debut secret braxton reinvigorated sound format quiet storm arguably best album date full ballad centered dealing unfaithful soulmate secret cemented legacy braxton signature blend mature breezy adult contemporary deep cut crooner question care said partner psychedelic guitar riff synth reminiscent isley brother spanish guitar legend say international single became soundtrack staple brazilian soap opera fam lia would help braxton latin pop ballad become mass success home country ultimately primary example latin music influence mainstream culture heat spanish guitar aptly oozed sweltering mystique fitting enough braxton third studio album heat also incorporating magic album title track subtle jaunt working sound tropical summer light jazzy groove wonder ending question anyone want ice cream hit freeway feat loon entering new millennium braxton gained artistic control laface also felt need strip away balladry embrace love hip hop mariah carey butterfly braxton first lp aught heat woman also embraced sexier borderline controversial side songstress lone single woman freeway join list notable banger produced pharrell launching pad neptune thanks loon sign also bad boy record stamp approval trippin way love work leaving laface record braxton signed record label abyss known blackground record familiar label nightmare story revolving around aaliyah jojo go without saying braxton first album label libra fare well commercially said contains singer peak unreleased single barely existent promos highlight particular cut comparison spousal conflict round inside garden talking sleep keep secret asks diva throughout epicenter track secret confronted adulterous lover accidentally spill dirty laundry snoozing afflicted noir jazz riff talking take page madonna justify love balancing scandalous spoken word narrative seductive hook yesterday feat trey songz take five year libra release blackground record braxton deliver next studio album serving first single pulse singer get played trey songz deluxe version labeling day past yesterday served testament braxton manages maintain signature blend genre format year higher charting moment hurt feat babyface braxton started singing career babyface became integral component artistry going separate divorce duo partnered grammy winning concept album love marriage divorce featuring apology ballad topped adult song chart midnite cut libra perfectly capture braxton ability cruise along stripped melodic structuring song libs riff shine throughout midnite making pleasant earworm deeper catalogue love shoulda brought home although give heart duet babyface credited braxton official single debut love receives honor first solo effort song appeared eddie murphy rom com boomerang love would regarded favorite thanks braxton powerhouse vocal control dexterity many way released single many way adequately reflects finalization new jack swing emerging popularity brother hip hop soul soulful declaration written produced tamar future husband vincent hubert see braxton recounting various way love man single served opposite double side whitney houston esque belong seven whole day regarded one braxton iconic single songstress recall knowing lover whereabouts week written produced dream team babyface darryl simmons braxton run impressed listener would later revisit song idea slyly mentioning going seven whole day without hearing finally libra semi mash famous lyric man since heat meant embrace progressive sound contemporary braxton also incorporated little electro hop album second single support stormy atmosphere womanizing voicemail delivered dre singer hurt vocal shine yet another convincing performance without deep cut earnestly emotes despair feeling defeat break helped backing vocal songwriter babyface toni braxton song hook glide country twang singer adopting vocal pattern genre pristine palette take ring imma let finish beyonc toni braxton one best single lady time three year receive official dance spandex driven anthem bey braxton released club banger echoing similar sentiment fortified rocking beat produced crazy love thing hitmaker rich harrison dose playboy repellent serf faint reminder music moment somewhat ahead time sposed libra take ring upbeat single deserving sposed slow jam could great candidate quiet storm lovemaking playlist deep cut radiates intergalactic tranquility infectious bridge highlighting finesse braxton later discography hand tied second single pulse came another one braxton sultrier career moment urgent vocal performance allure hand tied exists zephyrous keyboard chord song also provided glimpse softer side warren oak felder produce rihanna demi lovato another sad love song opening woah slinky melody first official single toni braxton played knack providing radio sad tune addictive hook racking brain like crazy song reached hot earned grammy best vocal performance female love radio unanimously consistent playing one toni braxton single since release love would hold title sure regarded one signature song released double side single kelly penned want best part exists end cosmopolitan ode braxton vocal harmonizing instrumental stealing show find man today secret remains without skippable track also contains singer best deep cut term essential toni braxton find man show singer ability draw listener raw emotion cerebral melody heartbreak reign songstress find tired alone dreaming irresistible quality prince charming break heart standing one greatest power ballad ever exist hot chart topper central song braxton career vibrant grandiose theatrics heart wrenching chorus midst vocal acrobatics break heart would sit summit week breathe toni braxton song age single debut still find way rotation today sparkling sade centric balladry diane warren lyric breathy chorus stagnant verse displayed braxton execute song intended moodiness breathe would become hit earn singer second grammy win best vocal performance female man enough new millennium might seen new look sound diva anthemic spirit remained fervent league scrub independent woman song hold rightful spot produced rodney darkchild jerkin signature dance bop blocked hot top spot stronghold carlos santana product maria maria today revisited realizing past flame handle let flow paired alongside makin high double side single peaked hot unlike partnered uptempo jaunt let flow drift like slow running stream guided presence hypnotizing guitar staying line anthem braxton provided prior let flow song became mainstay radio waiting exhale soundtrack importantly braxton performance catalogue simply put let flow could done none superstar particularly mesmerizing ending 
"""Twisted""",yeah baby got make mind yeah kut klose help know want lovin know want lovin baby got twisted girl got twisted know got need got need right baby wan baby baby know baby love feel like tell got strong got strong wrong girl wrong thought really thought say want say want girl make mind ooh make mind cause gon long gon long might also like know want lovin know want lovin baby got twisted girl got twisted know got need got need right baby wan baby baby time baby time baby know find know find needed think dear got strong got strong wrong girl wrong thought really thought say want say want girl make mind ooh make mind cause gon long gon long know want lovin know want lovin baby got twisted girl got twisted baby know got need got everything need tonight wan break got twisted thinking way thing use girl free see heart start like cupid downright foolish stupid know reason pain headache left alone even concentrate guess wait day come back heart love got twisted know want lovin know want lovin baby got twisted girl got twisted baby know got need got everything need tonight wan gon baby know want lovin know make feel real good let baby got twisted girl got twisted baby know got need got everything need tonight wan gon baby know want lovin know want lovin baby 
"""C'mon N' Ride It (The Train)""",woo woo ride choo choo choo choo ride ride choo choo choo choo ride ride choo choo choo choo ride ride choo choo choo choo ride come ride train choo choo ride ride woo woo choo choo ride come ride train choo choo ride ride woo woo choo choo ride come ride train choo choo ride woo woo ride choo choo ride woo woo come ride train choo choo ride woo woo ride choo choo ride woo woo come ride train choo choo ride ride woo woo choo choo ride come ride train choo choo ride ride woo woo choo choo ride come ride train choo choo ride woo woo ride choo choo ride woo woo come ride train choo choo ride woo woo ride choo choo ride woo woo come ride train choo choo ride woo woo come ride train choo choo ride woo woo come ride train choo choo ride woo woo come ride train choo choo ride woo woo think think think think think think think think might also likeway deep south well play game quad city call train wan ride thing come train gon rock ooh lord jump aboard baby get next kin mon sister friend pack choo choo ride choo choo boo need stop faking come wan take home alone see wan hide mon divide please knock ride girl know calling name michelle tamika tonya wan ride train ride come ride train choo choo ride ride woo woo choo choo ride woo woo come ride train choo choo ride ride woo woo choo choo ride woo woo come ride train choo choo ride woo woo ride choo choo ride woo woo come ride train choo choo ride woo woo ride choo choo ride woo woo come ride train choo choo ride ride woo woo choo choo ride woo woo come ride train choo choo ride ride woo woo choo choo ride woo woo come ride train choo choo ride woo woo ride choo choo ride woo woo come ride train choo choo ride woo woo ride choo choo ride woo woo come choo choo come choo choo train come choo choo come choo choo train feel like dancing well come got sound keep getting train coming think think think think think think think think smell tranquil breeze mile away graduated boone alize baby baby looking tough death got weave done right tight tonight yeah yeah right time holler girl wan waller back impala woo need ticket thing jump let hit switch train thing get train track get floor put hump back pack bag come get ready say coming town move arm make choo choo sound like ride choo choo woo woo ride choo choo woo woo ride choo choo woo woo ride choo choo woo woo ride choo choo woo woo ride choo choo woo woo ride choo choo woo woo ride choo choo woo woo come choo choo woo woo come choo choo train come choo choo woo woo come choo choo train feel like dancing well come got sound keep getting train coming think think think think think think think think ride choo choo choo choo train ride choo choo choo choo train ride choo choo choo choo train ride choo choo choo choo train ride choo choo choo choo train ride choo choo choo choo train ride choo choo choo choo train ride choo choo choo choo train come choo choo woo woo come choo choo train come choo choo woo woo come choo choo train feel like dancing well come got sound keep getting train coming think think think think think think think think come ride train choo choo ride ride woo woo choo choo ride woo woo come ride train choo choo ride ride woo woo choo choo ride woo woo come ride train choo choo ride woo woo ride choo choo ride woo woo come ride train choo choo ride woo woo ride choo choo ride woo woo ccome ride train choo choo ride woo woo choo choo ride woo woo come ride train choo choo train woo woo choo choo ride woo woo come ride train choo choo ride woo woo choo choo ride woo woo come ride train choo choo train woo woo choo choo ride woo woo come choo choo woo woo come choo choo train come choo choo woo woo come choo choo train ride choo choo choo choo train ride choo choo choo choo train ride choo choo choo choo train ride choo choo choo choo train ride choo choo choo choo train ride choo choo choo choo train ride choo choo choo choo train ride choo choo choo choo train ride choo choo choo choo train ride choo choo choo choo train ride choo choo choo choo train ride choo choo choo choo train ride choo choo choo choo train ride choo choo choo choo train ride choo choo choo choo train ride choo choo choo choo train 
"""Missing""",step train walking street past door live anymore year since disappeared somewhere like outer space found better place miss like desert miss rain miss like desert miss rain could dead always two step ahead everyone walk behind would run look house almost hear shout always used might also like miss like desert miss rain miss like desert miss rain back train ask come confess hanging around old address year proved offer nothing since moved long gone move miss like desert miss rain miss like desert miss rain step train walking street past door guess live anymore year since disappeared somewhere like outer space found better place miss miss found better place miss like desert miss rain miss yeah like desert miss rain miss like desert miss rain miss yeah like desert miss rain like desert miss rain like desert miss rain 
"""Ironic""",hey yeah yeah yeah yeah hey old man turned ninety eight lottery died next day black fly chardonnay death row pardon two minute late ironic think like rain wedding day free ride already paid good advice take would thought figure play safe afraid fly packed suitcase kissed kid goodbye waited whole damn life take flight plane crashed thought well nice might also like ironic think like rain wedding day free ride already paid good advice take would thought figure well life funny way sneaking think everything okay everything going right life funny way helping think everything gone wrong everything blow face traffic jam already late smoking sign cigarette break like ten thousand spoon need knife meeting man dream meeting beautiful wife ironic think little ironic yeah really think like rain wedding day free ride already paid good advice take would thought figure yeah life funny way sneaking life funny funny way helping helping 
"""Exhale (Shoop Shoop)""",everyone fall love sometime sometimes wrong sometimes right every win someone must fail come point exhale yeah yeah say shoop shoop shoop shoo doop shoop shoop yeah shoo doop shoop shoop got say shoo doop shoo doop shoop shoop shoo doop shoop shoop shoo doop shoo doop shoop shoop shoo doop shoop shoop shoo doo sometimes laugh sometimes cry life never tell got friend wish well find point exhale yeah yeah say might also like shoop shoop shoop shoo doop shoop shoop shoo doop shoop shoop shoo shoo shoo huh shoo doop shoop shoop shoo doop shoop shoop shoo shoo doop shoop shoop say shoop say shoo say shoo shoo doop shoop shoop say shoo hoo say sho shoo doo doo heart often broken word unspoken soul answer prayer searching place know familiar face somewhere look inside halfway sometimes laugh sometimes cry life never tell got friend wish well find point exhale yeah yeah say shoop shoop shoop shoo shoo doop shoop shoop shoo shoo doop shoop shoop shoo shoo doop shoop shoop shoo hoo hoo shoo doop shoop shoop shoo doop doop doop hoo hoo hoo shoo doop shoop shoop shoo shoo feel alright shoo doop shoop shoop say shoo doo 
